username,post_id,timestamp,likes,comments,followers,engagement_rate,sponsored,is_video,caption,img_file,tier,caption_clean,sentiment_score,caption_length,hashtag_count,emoji_count,has_cta
jedan711,1829231107826494086,1532281362,178,0,7878.0,0.0225945671490225,0,0,#polaroids #digitals #model #nyc #newyorkcity #commercialmodel #beautymodel #hairmodel #jenhair #latina #browneyes #ginger,info\jedan711-1829231107826494086.jpg,micro,polaroids digitals model nyc newyorkcity commercialmodel beautymodel hairmodel jenhair latina browneyes ginger,0.0,122,12,0,0
ooh.mee,1924310888064755426,1543615755,11475,66,202206.0,0.0570754577015518,0,0,29.11.18 🤪,info\ooh.mee-1924310888064755426.jpg,macro,,0.0,10,0,1,0
swalina,1998155492636976847,1552418718,60092,0,450119.0,0.1335024737902643,0,0,child of the moon 🌙 @marieschmidtcom,info\swalina-1998155492636976847.jpg,macro,child of the moon 🌙,0.0,36,0,1,0
glam.glimmers,1952382315867152792,1546962130,22576,478,484968.0,0.0475371570907771,0,0,"@elysian360 Wow all that hair 😍 Which one is your favourite? 1,2,3,4 or 5 ? Swipe to 👉🏼👉🏼👉🏼 to see all! @miaaflalo",info\glam.glimmers-1952382315867152792.jpg,macro,"Wow all that hair 😍 Which one is your favourite? 1,2,3,4 or 5 ? Swipe to 👉🏼👉🏼👉🏼 to see all!",0.8221,114,0,7,1
fays._,1791119100102367429,1527738057,35593,168,695865.0,0.0513907151530828,0,0,"Bracitos de alambre, se tragaron una ciruela 💪🏻 de a poquito tomando forma! En @gymsalud_e_imagen ✨ con el mejor entrenador 💪🏻
Miau miau miau 🐱 
#gymshark #gymsharkwomen #brazosdehilo #memuerodeldolorctm #waaaaaaaa #alfedocamatepofavo #gymgirl",info\fays._-1791119100102367429.jpg,macro,"Bracitos de alambre, se tragaron una ciruela 💪🏻 de a poquito tomando forma! En ✨ con el mejor entrenador 💪🏻 Miau miau miau 🐱 gymshark gymsharkwomen brazosdehilo memuerodeldolorctm waaaaaaaa alfedocamatepofavo gymgirl",0.0,243,7,6,0
sofielindgren.se,1713319431930930664,1518463613,791,22,10099.0,0.0805030201010001,0,0,Bara jag som älskar fjädrar? ✨#interiordesign#details#decoration#pintrest,info\sofielindgren.se-1713319431930930664.jpg,micro,Bara jag som älskar fjädrar? ✨interiordesigndetailsdecorationpintrest,0.0,73,4,1,0
donialuvsu,1697299609776220804,1516553902,3322,51,226598.0,0.0148853917510304,0,0,Filming a Q&A on our marriage 1 year later ! Comment your questions below and ask ANYTHING YOU WANT! This is A follow up from our first Q&A last year the link is in my bio :),info\donialuvsu-1697299609776220804.jpg,macro,Filming a Q&A on our marriage 1 year later ! Comment your questions below and ask ANYTHING YOU WANT! This is A follow up from our first Q&A last year the link is in my bio :),0.555,174,0,0,0
kaysalbeautyxo,1886390934310327735,1539095344,125,0,2243.0,0.055728934462773,0,0,"I think these lashes have become my favorite! 💖

Products used:

Eyes: 
P Louise base 
Colourpop x Kathleenlights zodiac palette
Nyx pearl pigment in nude
Pixi liquid fairy light in ‘crystalline’
Physicians formula eye booster eyeliner 
Tarte tarteist mascara 
Pop Beauty brow duette 
Glossier boy brow in clear
House of lashes in boudoir 
Face: 
Tatcha silk canvas primer 
Hourglass vanish foundation 
Tarte shape tape 
Rcma no color powder 
Physicians formula bronze booster
Elf dark blush palette 
Essence pure nude highlight 
Morphe continuous setting spray 
Lips: 
Colourpop  x Kathleenlights  moon child lip gloss and echo park ultra satin liquid lipstick 
@plouise_makeup_academy @colourpopcosmetics @kathleenlights @nyxcosmetics @pixibeauty @physiciansformula @tartecosmetics @pop_beauty @glossier @houseoflashes @tatcha @hourglasscosmetics @essencemakeup @essence_cosmetics @elfcosmetics @morphebrushes #plouisebase #colourpopcosmetics #kathleenlights #kathleenlightsxcolourpop #colourpopxkathleenlights #nyxcosmetics #pixibeauty #physiciansformula #tartecosmetics #popbeauty #poppin #glossier #houseoflashes #tatcha #tatchaskincare #tatchasilkcanvas #hourglasscosmetics #essencemakeup #elfcosmetics #morphebrushes",info\kaysalbeautyxo-1886390934310327735.jpg,micro,I think these lashes have become my favorite! 💖 Products used: Eyes: P Louise base Colourpop x Kathleenlights zodiac palette Nyx pearl pigment in nude Pixi liquid fairy light in crystalline Physicians formula eye booster eyeliner Tarte tarteist mascara Pop Beauty brow duette Glossier boy brow in clear House of lashes in boudoir Face: Tatcha silk canvas primer Hourglass vanish foundation Tarte shape tape Rcma no color powder Physicians formula bronze booster Elf dark blush palette Essence pure nude highlight Morphe continuous setting spray Lips: Colourpop x Kathleenlights moon child lip gloss and echo park ultra satin liquid lipstick plouisebase colourpopcosmetics kathleenlights kathleenlightsxcolourpop colourpopxkathleenlights nyxcosmetics pixibeauty physiciansformula tartecosmetics popbeauty poppin glossier houseoflashes tatcha tatchaskincare tatchasilkcanvas hourglasscosmetics essencemakeup elfcosmetics morphebrushes,0.7424,1223,20,1,0
sissys_headwrap,1869856881197876648,1537124332,27,0,3377.0,0.0079952620669233,0,0,"All praises to the Most High Its time for September's #SissyGiveaway sponsored by @wrappedbynellz 💜 Details of how to enter are listed below. Tutorials are due midnight September 16th Pst. Winner will be chosen September 23rd!

1. Create a 1 min or less video Showing us Sisters How you wrap your Headwrap incorporating A flavor element of one of the tribes of Israel (Beautiful Face must be shown) 
2. Post your tutorial  on your Instagram page, Tag 3 sister & @sissys_headwrap

3. In addition to posting your video on your personal page Direct message @sissys_headwrap letting your sissy know you posted 💜 Winner must Post wearing  headwrap within 1 week of receiving prize 🌻

SISSY with the most likes on @sissys_headwrap will receive The ""Motherland"" headwrap above from @wrappedbynellz & a Headwrap Volumizer !!!",info\sissys_headwrap-1869856881197876648.jpg,micro,"All praises to the Most High Its time for September's SissyGiveaway sponsored by 💜 Details of how to enter are listed below. Tutorials are due midnight September 16th Pst. Winner will be chosen September 23rd! 1. Create a 1 min or less video Showing us Sisters How you wrap your Headwrap incorporating A flavor element of one of the tribes of Israel (Beautiful Face must be shown) 2. Post your tutorial  on your Instagram page, Tag 3 sister & 3. In addition to posting your video on your personal page Direct message letting your sissy know you posted 💜 Winner must Post wearing  headwrap within 1 week of receiving prize 🌻 SISSY with the most likes on will receive The ""Motherland"" headwrap above from & a Headwrap Volumizer !!!",0.6981,817,1,3,0
brushinarushbyjr,1406724172537459163,1481914610,25,1,5894.0,0.004411265693926,0,0,In #love with the new #alchemistholographicpalette by @katvondbeauty has a great pigmentation.,info\brushinarushbyjr-1406724172537459163.jpg,micro,In love with the new alchemistholographicpalette by has a great pigmentation.,0.8442,94,2,0,0
itsbeauty_bliss,1758344534105735774,1523831024,453,44,24344.0,0.0204157081827144,0,0,"Happy Sunday Babes! I wanted to share some lash swatches of these gorgeous, fluffy lashes from @glamifybeauty ! These are 3 of their most popular styles and I have been absolutely loving these!  The GC22's on the bottoms have been my favorite! They are so soft and voluminous! 
Which ones would you wear??
#lashes #glamify#flufflylashes#glam#brows##benefit #joure #hypnaughtypower #hudabeauty #ad #sponsored#mufe #wakeupandmakeup #makeupvideos #makeupgeek #misspap",info\itsbeauty_bliss-1758344534105735774.jpg,mid,"Happy Sunday Babes! I wanted to share some lash swatches of these gorgeous, fluffy lashes from ! These are 3 of their most popular styles and I have been absolutely loving these! The GC22's on the bottoms have been my favorite! They are so soft and voluminous! Which ones would you wear?? lashes glamifyflufflylashesglambrows#benefit joure hypnaughtypower hudabeauty ad sponsoredmufe wakeupandmakeup makeupvideos makeupgeek misspap",0.9401,464,16,0,0
_trishamarieditton_,1883725672338647316,1538777620,154,4,6389.0,0.0247300046955705,0,0,Should’ve just called him whiskey✨ #janakramer #countrymusic #song #lyrics #selfie #flashbackfriday #different #instagood #igers #likeforfollow #follow #outside #redlips #brunette,info\_trishamarieditton_-1883725672338647316.jpg,micro,Shouldve just called him whiskey✨ janakramer countrymusic song lyrics selfie flashbackfriday different instagood igers likeforfollow follow outside redlips brunette,0.0,179,14,1,0
thebeauparlour,1884414684892458884,1538859757,446,66,12308.0,0.0415989600259993,0,0,"💖🦄💐🌷🐱💕🌺🍒🌼🍭🎀
—
You know those makeup items that are too pretty to store away? @pretty_vulgar has those gorgeous products 😍
-
A while ago I attended the event of their launch here in The Netherlands for @douglasnederland exclusive. It was an amazing afternoon and I learned a lot about this brand.
-
I’m so in love with that mascara wand, how cute is that? It also has this little bird on the cap ✨ —
www.thebeauparlour.com
—
.
.
.
.
.
Contains prgifts* - #skincareaddict #flatlays #knolling #makeuplover #beautyaddict #beautygram #bbloggers  #beautyflatlay #itgtopshelfie #beautycare #flatlayforever #flatlaytoday #dutchblogger #makeupmess #makeuphaul #beautycounter #skincareroutine #ilovemakeup #beautycommunity #makeupaddict #pretty_vulgar #prettyvulgar #mascara #redlipstick #eyeshadowpalette #eyeprimer #roses #flatlaystyle #flowerwall",info\thebeauparlour-1884414684892458884.jpg,micro,"💖🦄💐🌷🐱💕🌺🍒🌼🍭🎀 You know those makeup items that are too pretty to store away? has those gorgeous products 😍 - A while ago I attended the event of their launch here in The Netherlands for exclusive. It was an amazing afternoon and I learned a lot about this brand. - Im so in love with that mascara wand, how cute is that? It also has this little bird on the cap ✨ . . . . . Contains prgifts* - skincareaddict flatlays knolling makeuplover beautyaddict beautygram bbloggers beautyflatlay itgtopshelfie beautycare flatlayforever flatlaytoday dutchblogger makeupmess makeuphaul beautycounter skincareroutine ilovemakeup beautycommunity makeupaddict pretty_vulgar prettyvulgar mascara redlipstick eyeshadowpalette eyeprimer roses flatlaystyle flowerwall",0.9674,839,29,13,0
zyndl_lala,1740569696211898894,1521712098,768,0,4145.0,0.1852834740651387,0,0,"Throwback Baltic Sea. 
#rough #sea #vitaminsea #balticsea #secondhome #canon #eos #picoftheday #bestoftheday #photography #instagood #travel #happiness #love #lifestyle #travelphotography #instadaily #like #followher",info\zyndl_lala-1740569696211898894.jpg,micro,Throwback Baltic Sea. rough sea vitaminsea balticsea secondhome canon eos picoftheday bestoftheday photography instagood travel happiness love lifestyle travelphotography instadaily like followher,0.7184,216,19,0,0
natshaw_xx,1816572719880080629,1530772365,88,2,9305.0,0.0096722192369693,0,0,Head to toe always in @bondisands,info\natshaw_xx-1816572719880080629.jpg,micro,Head to toe always in,0.0,33,0,0,1
ainamarieh,1668122077251441066,1513075669,195,0,5827.0,0.0334649047537326,0,0,🎁🐺😍 #lovemyjob #christmaspresent #fun #work #foreverliving #myownbusiness #mydog #cute #christmasvibes #wrapping #prep #workwithme,info\ainamarieh-1668122077251441066.jpg,micro,🎁🐺😍 lovemyjob christmaspresent fun work foreverliving myownbusiness mydog cute christmasvibes wrapping prep workwithme,0.7351,130,12,3,0
deejabthestylist_,1903777852382381039,1541168026,656,3,35371.0,0.0186310819597975,0,0,"Body on healthy hair .
.
.
.
.
.
.
.
.
.
.
#atlstylist #atlmua #mua #thecutlife #boblife #twa #motd #atlantahairstylist #atl #atlanta#healthyhair #voiceofhair #natural #nothingbutpixies #atlantastylist #lahair #houstonstylist #atlmua #atlhair #alabamahair #charlottehair #dmvstylist #detroitstylist #nystylist#vastylist #southcarolinahair #savannahstylist #healthyhair #silkpress",info\deejabthestylist_-1903777852382381039.jpg,mid,Body on healthy hair . . . . . . . . . . . atlstylist atlmua mua thecutlife boblife twa motd atlantahairstylist atl atlantahealthyhair voiceofhair natural nothingbutpixies atlantastylist lahair houstonstylist atlmua atlhair alabamahair charlottehair dmvstylist detroitstylist nystylistvastylist southcarolinahair savannahstylist healthyhair silkpress,0.6249,379,29,0,0
vanjajagnic,1937795193451311417,1545223210,5840,24,54327.0,0.107938962210319,0,0,"Better then the original 😱
Thank you so much @markasnerart 💜",info\vanjajagnic-1937795193451311417.jpg,mid,Better then the original 😱 Thank you so much 💜,0.4215,60,0,2,0
poeticdrugs,1685230435189046966,1515115144,5475,80,115099.0,0.0482627998505634,0,0,"Camo selfie 🌹
FACE 
#foundation - @blackopalbeauty 
@giorgioarmani 
#brows @beautybakeriemakeup
#highlighter @thecrayoncase
#lashes @houseoflashes 
#gloss @elfcosmetics 
#contacts @kymawa.cosmetics",info\poeticdrugs-1685230435189046966.jpg,macro,Camo selfie 🌹 FACE foundation - brows highlighter lashes gloss contacts .cosmetics,0.0,197,6,1,0
jam_suicide,1434913846316909799,1485275081,1423,5,172310.0,0.0082873890081829,0,0,Such a beautiful day🏔,info\jam_suicide-1434913846316909799.jpg,macro,Such a beautiful day🏔,0.6249,21,0,1,0
kirbibourage,1179485095323647249,1454825601,298,1,53241.0,0.0056159726526549,0,0,super nice & cute 💖 thanks,info\kirbibourage-1179485095323647249.jpg,mid,super nice & cute 💖 thanks,0.831,26,0,1,0
trinaduhra,1925885179654572026,1543803425,308,13,14240.0,0.0225421348314606,0,0,#ad Blown away by the glow that the @aveenoca Positively Radiant Sheer Daily Moisturizer SPF 30 gives my skin! It's perfect for prepping the skin before matte foundations - see how I use it in my Winter Foundation Routine! Link in bio. #AveenoAmbassador #aveenoca,info\trinaduhra-1925885179654572026.jpg,micro,ad Blown away by the glow that the Positively Radiant Sheer Daily Moisturizer SPF 30 gives my skin! It's perfect for prepping the skin before matte foundations - see how I use it in my Winter Foundation Routine! Link in bio. AveenoAmbassador aveenoca,0.8997,263,3,0,1
killyps0,1609229970291196400,1506055183,196,3,2518.0,0.0790309769658459,0,0,REALLY wanted to upload the review tonight but it just wasn't hannin' 😭I finished editing but I'll just post tomorrow 😘😘,info\killyps0-1609229970291196400.jpg,micro,REALLY wanted to upload the review tonight but it just wasn't hannin' 😭I finished editing but I'll just post tomorrow 😘😘,0.0,120,0,3,0
courtneyxsd,1730154056913463353,1520470457,116,0,3345.0,0.0346786248131539,0,0,❄️🌨,info\courtneyxsd-1730154056913463353.jpg,micro,,0.0,3,0,3,0
tamah_krinsky,1907639210072929278,1541628336,101,3,8659.0,0.0120106247834622,0,0,"✨Rosamund✨ Rosamund Pike Sunday evening at the Hamilton Awards. #styling #ryanhastings, #hair @brycescarlett & #makeup by Me, @thewallgroup. @aprivatewar @prosper_pr #rosamundpike #aprivatewar #mariecolvin #realnews #hamilton #jamiedornan #robertrichardson #makeupbytamah",info\tamah_krinsky-1907639210072929278.jpg,micro,"✨Rosamund✨ Rosamund Pike Sunday evening at the Hamilton Awards. styling ryanhastings, hair & makeup by Me, . rosamundpike aprivatewar mariecolvin realnews hamilton jamiedornan robertrichardson makeupbytamah",0.0,271,12,2,0
fcaligaris,1465329741947389079,1488900939,23,0,1080.0,0.0212962962962962,0,0,"Divas don't do drama, we do business. #bossbabe #workflow #bosslady 💲💲",info\fcaligaris-1465329741947389079.jpg,micro,"Divas don't do drama, we do business. bossbabe workflow bosslady 💲💲",0.0,70,3,2,0
paulakalini,1772851163382023548,1525560349,1658,36,18238.0,0.0928829915560916,0,0,"Because she competes with no one, no one can compete with her™ 👗by @fashionnova #novababe",info\paulakalini-1772851163382023548.jpg,micro,"Because she competes with no one, no one can compete with her 👗by novababe",0.0,89,1,1,0
myusernameisnatasha,1623630822601176515,1507771898,37,3,1511.0,0.0264725347452018,0,0,"This is my body, it grows life within it. It goes through hell and back in the most  beautiful way. I accept all the imperfections and remain grateful that it has given me a chance to carry things that are so precious. I am not ashamed. I will honor my body and the sacrifices it makes to thrive for another human being. ❤️💫🌙 #motherhood #momlife #bodypositive #pregnancy #babybump #thankful #thisisme #trisomyawareness #iamnotashamed #mothergoddess",info\myusernameisnatasha-1623630822601176515.jpg,micro,"This is my body, it grows life within it. It goes through hell and back in the most beautiful way. I accept all the imperfections and remain grateful that it has given me a chance to carry things that are so precious. I am not ashamed. I will honor my body and the sacrifices it makes to thrive for another human being. ❤️💫🌙 motherhood momlife bodypositive pregnancy babybump thankful thisisme trisomyawareness iamnotashamed mothergoddess",0.9062,449,10,4,0
alexislives,1713381900510759683,1518471060,7409,96,180715.0,0.0415294801206319,0,0,"Copper cocktail moment for @heyqweentv 
Dress @florencedlee 
Hair @bobbiepinzdotcom 
Nails by moi",info\alexislives-1713381900510759683.jpg,macro,Copper cocktail moment for Dress Hair Nails by moi,0.0,97,0,0,0
saraialma,1999229873613998035,1552546794,488,8,49223.0,0.0100765902118928,0,0,"Cuando nos vestimos de uniforme con la manicura que más realizo a mis clientas... #mármol #marblenails
Tanto en uña natural como en uña alargada con acrílico, esta técnica realizada a mano alzada siempre es un acierto ♥️ ¡nos encanta! A vosotr@s ¿os gusta?
.
Servicios:
🌸Lifting, tinte, extensiones de pestañas pelo a pelo y volumen 5D
🌸Manicuras: acrílico, esmalte permanente, nailart...
🌸Cursos de automaquillaje, masterclass maquillaje de novias, formaciones en extensiones de pestañas pelo a pelo, nailart y técnico manicurista personalizados a particulares y grupos. 🌸Cursos de automaquillaje a nivel internacional (vía online).
🌸Maquillajes sociales.
🌸Maquillajes de novia.
🌸Masterclass maquillaje de novias online y presencial. 📍 Servicios presenciales realizados en @bellpro_ C/ Ronda Ancha, 2, Alcalá de Henares.

Cursos: saraialma.com/cursos
Servicios: saraialma.com/servicios
Lo que necesitéis ♥️ info@saraialma.com

#makeupartist #automaquillaje #extensiones depestañas #nailart #nailartmadrid #tallermaquillaje #formacionmadrid #saraialmanails",info\saraialma-1999229873613998035.jpg,mid,"Cuando nos vestimos de uniforme con la manicura que más realizo a mis clientas... mármol marblenails Tanto en uña natural como en uña alargada con acrílico, esta técnica realizada a mano alzada siempre es un acierto ♥️ ¡nos encanta! A vosotr ¿os gusta? . Servicios: 🌸Lifting, tinte, extensiones de pestañas pelo a pelo y volumen 5D 🌸Manicuras: acrílico, esmalte permanente, nailart... 🌸Cursos de automaquillaje, masterclass maquillaje de novias, formaciones en extensiones de pestañas pelo a pelo, nailart y técnico manicurista personalizados a particulares y grupos. 🌸Cursos de automaquillaje a nivel internacional (vía online). 🌸Maquillajes sociales. 🌸Maquillajes de novia. 🌸Masterclass maquillaje de novias online y presencial. 📍 Servicios presenciales realizados en C/ Ronda Ancha, 2, Alcalá de Henares. Cursos: saraialma.com/cursos Servicios: saraialma.com/servicios Lo que necesitéis ♥️ info .com makeupartist automaquillaje extensiones depestañas nailart nailartmadrid tallermaquillaje formacionmadrid saraialmanails",0.3595,1056,10,12,0
horvattamara,1242748174834585503,1462367148,108,6,17096.0,0.0066682264857276,0,0,🔪🔪 #makeup #makeuprevolution #makeupaddict #pink #whiteliner #rosegold #greenhair,info\horvattamara-1242748174834585503.jpg,micro,🔪🔪 makeup makeuprevolution makeupaddict pink whiteliner rosegold greenhair,0.0,81,7,2,0
dirt.naturals,1886460571625564161,1539103646,392,29,7337.0,0.0573804007087365,0,0,"Has anyone else’s skin been feeling super congested lately? Mine definitely has. Maybe it’s the change in season 🤔  I’ve been focusing on detox masking and exfoliating to try to clarify. To keep my skin balanced the @kahinagivingbeauty cleansing Oil and the @sahajanskincare Radiance Serum have been my lifesavers! What are your fav products when your skin is feeling like a hot mess?
.
.
.
.
.
.
.
.
.
.
.
.
.
#cleanbeauty #greenbeauty #ethicalbeauty #cleanskincare #greenskincare #naturalskincare #veganskincare #veganbeauty #greenbeautyblogger #cleanbeautyblogger #cleanbeautyyoutuber #crueltyfree #crueltyfreeskincare #crueltyfreebeauty",info\dirt.naturals-1886460571625564161.jpg,micro,Has anyone elses skin been feeling super congested lately? Mine definitely has. Maybe its the change in season 🤔 Ive been focusing on detox masking and exfoliating to try to clarify. To keep my skin balanced the cleansing Oil and the Radiance Serum have been my lifesavers! What are your fav products when your skin is feeling like a hot mess? . . . . . . . . . . . . . cleanbeauty greenbeauty ethicalbeauty cleanskincare greenskincare naturalskincare veganskincare veganbeauty greenbeautyblogger cleanbeautyblogger cleanbeautyyoutuber crueltyfree crueltyfreeskincare crueltyfreebeauty,0.3164,640,14,1,0
irinochkakul,1960794525007139323,1547964944,42,3,7880.0,0.0057106598984771,0,0,"Every city is beautiful ...
#люблюпешиепрогулки @mi.ulyana",info\irinochkakul-1960794525007139323.jpg,micro,Every city is beautiful ... .ulyana,0.5994,58,1,0,0
so2star1,1942274049988228671,1545757131,1783,0,100200.0,0.0177944111776447,0,0,"#셀프앞머리자르기 #시스루뱅앞머리
#앞머리자르기 영상편집중💜
.
.
똥손이지만..그래도 혼자 해냈어요
일 옴총 밀려따..큰일이댜아😢😢
그만 놀아야지...ㅋㅋㅋㅋ",info\so2star1-1942274049988228671.jpg,macro,,0.0,89,3,3,0
makeupbydivadoll,1830943476365619594,1532485492,3475,64,92973.0,0.0380648145160422,0,0,Hi 😏,info\makeupbydivadoll-1830943476365619594.jpg,mid,,0.0,4,0,1,0
rosie.80,1978749159381025310,1550105303,201,24,6984.0,0.0322164948453608,0,0,"""Nurture your mind with great thoughts,  for you will never go any higher then you think""
-Benjamin Disraeli
.
Products I ♡
.
#bliss #wanderbeauty #malieorganics #pixibeauty #caudalie #MyCaudalie #dermae #skincare #skincareinspo #skincareenthusiast #skincareproducts #skincarefavorites #bbloger #contentcreator #microinfluencer #lovethisphot0 #facialoil #facialmist #moisturizer #mask #allthingsbeauty #qotd #quotesthatinspire #quotes #inspire #beautyforpics",info\rosie.80-1978749159381025310.jpg,micro,"""Nurture your mind with great thoughts, for you will never go any higher then you think"" -Benjamin Disraeli . Products I ♡ . bliss wanderbeauty malieorganics pixibeauty caudalie MyCaudalie dermae skincare skincareinspo skincareenthusiast skincareproducts skincarefavorites bbloger contentcreator microinfluencer lovethisphot0 facialoil facialmist moisturizer mask allthingsbeauty qotd quotesthatinspire quotes inspire beautyforpics",0.6249,458,26,1,0
neringa_la,1765239015316721877,1524652910,431,1,6260.0,0.0690095846645367,0,0,,info\neringa_la-1765239015316721877.jpg,micro,,0.0,0,0,0,0
maryamremias,1798817319911017428,1528655756,702,15,23525.0,0.0304782146652497,0,0,The best part of the weekend is hanging out with my family @arianna_doingthings  #momvlogger #grayhair #greyhairdontcare #whitehair #grayhairdontcare #theluckyfew,info\maryamremias-1798817319911017428.jpg,mid,The best part of the weekend is hanging out with my family momvlogger grayhair greyhairdontcare whitehair grayhairdontcare theluckyfew,0.6124,162,6,0,0
ronnisteuben,1982264340804554521,1550524345,37,0,1247.0,0.0296712109061748,0,0,"Fun in the glossy haze of alcohol .
.
.
.
.
.
.
#puertovallarta #mexico #allinclusive #riu #riupalacepacifico #riupuertovallarta #vacation #husbandandwife #monokini #swimsuit #beachvacation #shots #pool #poolparty #cheetahprint #leopardprint #onepiece #camo",info\ronnisteuben-1982264340804554521.jpg,micro,Fun in the glossy haze of alcohol . . . . . . . puertovallarta mexico allinclusive riu riupalacepacifico riupuertovallarta vacation husbandandwife monokini swimsuit beachvacation shots pool poolparty cheetahprint leopardprint onepiece camo,0.5106,257,18,0,0
nadabeauty78,1655760305550792950,1511602031,61,0,27324.0,0.0022324696237739,0,0,"😂👍🏻 #Repost @fakeupfix
・・・
Me 💁🏼‍♀️ 😂
-
-
-
-
-
-
-
-
-
-
-
#makeup #transformation #eyebrows #eyebrowsonfleek #makeupvideos #makeuptips #eyeshadow #lashes #cute #girl #style #follow #motd #hightlight #contour #blogger #glow #makeover #glam  #love #makeup #nails #tutorials #eotd #blendthatshit  #hudabeauty#مكياج #تسريحات #عيون #سيفورا @sephora @sephoramiddleeast @sephoracollection",info\nadabeauty78-1655760305550792950.jpg,mid,😂👍🏻 Repost Me 💁🏼♀️ 😂 - - - - - - - - - - - makeup transformation eyebrows eyebrowsonfleek makeupvideos makeuptips eyeshadow lashes cute girl style follow motd hightlight contour blogger glow makeover glam love makeup nails tutorials eotd blendthatshit hudabeauty,0.9186,383,31,8,0
thehairicon,1887249897973681317,1539197741,1297,7,102510.0,0.0127207101746171,0,0,"Thehairicon.com Drops in 1hour😘
•
The first 10 orders will receive a free THI Cordless Flatiron 🎁🎉🛍🎊
•
Thehairicon.com 💕 #My7thlove",info\thehairicon-1887249897973681317.jpg,macro,Thehairicon.com Drops in 1hour😘 The first 10 orders will receive a free THI Cordless Flatiron 🎁🎉🛍🎊 Thehairicon.com 💕 My7thlove,0.0,131,1,6,0
ydelays,1457463205592695268,1487963175,3884,130,407779.0,0.0098435672263652,0,0,"Last night at the @lancomeofficial @vanityfair Hollywood Issue Party 🥂✨💃🏽 thank you so much for having me! 
Anoche en la fiesta de Vanity Fair con Lancome! Estuvo increíble! 💃🏽
Dress/vestido: @asos 
#lancome #lancomeredcarpet #VFSC #vanityfair #ootd #outfit #outfitoftheday #redcarpet #oscars #motd #makeup #maquillaje #asos #latina #fashion",info\ydelays-1457463205592695268.jpg,macro,Last night at the Hollywood Issue Party 🥂✨💃🏽 thank you so much for having me! Anoche en la fiesta de Vanity Fair con Lancome! Estuvo increíble! 💃🏽 Dress/vestido: lancome lancomeredcarpet VFSC vanityfair ootd outfit outfitoftheday redcarpet oscars motd makeup maquillaje asos latina fashion,0.3971,341,15,6,0
adila_makeup,1930614546503285188,1544367210,448,9,13424.0,0.0340435041716329,0,0,"😍😍 what foundation was i wearing that day?! 🤔Super glowy look on me😍 ✨
-
-
-
--
#mua #beauty #eyeshadow #anastasiabeverlyhills #wetnwildmalaysia #makeupaddict #wakeupandmakeup #makeuptutorial #malaysia #sephora #makeupvideo #brows #picture #mascara #makeup #makeupisart #makeupartist #glow #nikkietutorials #wetnwild #1minutemakeup #makeupforbarbies #video #foundation #benefitbrows #highlighter #wedding #hudabeauty #makeupbrushes -
-
@nikkietutorials @bestbeautyclips @makeuptutorialsx0x @kimkardashian @hudabeauty @100daysofmakeup @sephoramy",info\adila_makeup-1930614546503285188.jpg,micro,😍😍 what foundation was i wearing that day?! 🤔Super glowy look on me😍 ✨ - - - -- mua beauty eyeshadow anastasiabeverlyhills wetnwildmalaysia makeupaddict wakeupandmakeup makeuptutorial malaysia sephora makeupvideo brows picture mascara makeup makeupisart makeupartist glow nikkietutorials wetnwild 1minutemakeup makeupforbarbies video foundation benefitbrows highlighter wedding hudabeauty makeupbrushes - -,0.5093,544,29,5,0
angelwhite79,1943451458448188391,1545897489,4752,137,94000.0,0.0520106382978723,0,0,"#miniviju_selfie #jeju
.
.
다들 햄볶는 클쓰마쓰 보내셨나용 🎄
올만에 긴휴가를 즐기고 왔어용✨
사진은 따뜻한 #제주도 에서 동백과 함께 🌺
.
.",info\angelwhite79-1943451458448188391.jpg,mid,miniviju_selfie jeju . . 🎄 ✨ 🌺 . .,0.0,93,3,3,0
themandibaca,2039502968983104157,1557347721,198,2,11456.0,0.0174581005586592,0,0,Wow I need to stop posting my looks so late lol SORRY GUYS,info\themandibaca-2039502968983104157.jpg,micro,Wow I need to stop posting my looks so late lol SORRY GUYS,0.5859,58,0,0,0
thehairkulture,1929990182863860958,1544292780,7597,53,232154.0,0.0329522644451527,0,0,"Heart warming when you use your gift touch lives *
*
Follow @thehairkulture for more :credit @wigdealer 😜",info\thehairkulture-1929990182863860958.jpg,macro,Heart warming when you use your gift touch lives * * Follow for more :credit 😜,0.0,105,0,1,0
paisleymattes,1935970161207410829,1545005649,2090,29,108193.0,0.0195853705877459,0,0,Oops I guess I forgot to fill in my brows lol @katvondbeauty Lolita eyeshadow palette and Lolita studded kiss lipstick @houseoflashes iconic lashes @abigailervin beanie @levis jacket #katvond #katvondbeauty #kvdlolita #lolitashadow #houseoflashes,info\paisleymattes-1935970161207410829.jpg,macro,Oops I guess I forgot to fill in my brows lol Lolita eyeshadow palette and Lolita studded kiss lipstick iconic lashes beanie jacket katvond katvondbeauty kvdlolita lolitashadow houseoflashes,0.5423,246,5,0,0
gabrielamotah,1792973128693876477,1527959074,215,0,12282.0,0.0175052922976713,0,0,Já começou a aproveitar teu fim de semama? #belém,info\gabrielamotah-1792973128693876477.jpg,micro,Já começou a aproveitar teu fim de semama? belém,0.0,49,1,0,0
